0.0,80.0,0.0,0.0,0.0,0.0,51.2,0.0,0.0,0.0,0.0
64.0,0.0,100.0,64.0,0.0,64.0,0.0,64.0,0.0,0.0,0.0
0.0,80.0,100.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.2,0.0
0.0,0.0,100.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0
0.0,80.0,0.0,0.0,80.0,0.0,51.2,0.0,0.0,0.0,0.0
64.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,0.0,0.0,0.0
0.0,80.0,0.0,0.0,0.0,0.0,51.2,0.0,51.2,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,51.2,0.0
0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,51.2,0.0,40.96
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.2,0.0
